"inv","scr","reinv","nonatt","monitor","dropout","oppdet","consult","elecevar","elecopen","rupt","reintelecevar","reintemeropen","aaadead","nonaaadead"
1000000,750599,135974,249401,267619,9560,28512,25565,10692,4739,10110,3330,662,9226,909839
